input_accession	downloaded_accession	assembly_name	taxid	organism_name	infraspecific_name	version_status	assembly_level	uniq_SCG_hits	perc_comp	perc_redund
GCF_000183725.1	GCF_000183725.1	ASM18372v1	709032	Sulfuricurvum kujiense DSM 16994	strain=DSM 16994	latest	Complete Genome	14	93.33	0.00
GCF_000183745.1	GCF_000183745.1	ASM18374v1	670487	Oceanithermus profundus DSM 14977	strain=DSM 14977	latest	Complete Genome	14	93.33	0.00
GCF_000184345.1	GCF_000184345.1	ASM18434v2	869211	Spirochaeta thermophila DSM 6578	strain=DSM 6578	latest	Complete Genome	14	93.33	0.00
GCF_000184435.1	GCF_000184435.1	ASM18443v1	278137	Mycolicibacterium gilvum Spyr1	strain=Spyr1	latest	Complete Genome	14	93.33	0.00
GCF_000184685.1	GCF_000184685.1	ASM18468v1	710696	Intrasporangium calvum DSM 43043	strain=DSM 43043	latest	Complete Genome	14	93.33	0.00
GCF_000184705.1	GCF_000184705.1	ASM18470v1	644966	Thermaerobacter marianensis DSM 12885	strain=DSM 12885	latest	Complete Genome	14	93.33	0.00
GCF_000184745.1	GCF_000184745.1	ASM18474v1	595537	Variovorax paradoxus EPS	strain=EPS	latest	Complete Genome	14	93.33	0.00
GCF_000185805.1	GCF_000185805.1	ASM18580v1	648996	Thermovibrio ammonificans HB-1	strain=HB-1	latest	Complete Genome	14	93.33	0.00
GCF_000185885.1	GCF_000185885.1	ASM18588v1	937773	Staphylococcus pseudintermedius HKU10-03	strain=HKU10-03	latest	Complete Genome	14	93.33	0.00
GCF_000185965.1	GCF_000185965.1	ASM18596v1	743721	Pseudoxanthomonas suwonensis 11-1	strain=11-1	latest	Complete Genome	14	93.33	0.00
GCF_000186005.1	GCF_000186005.1	ASM18600v1	943945	Mycoplasma fermentans M64	strain=M64	latest	Complete Genome	14	93.33	0.00
GCF_000186245.1	GCF_000186245.1	ASM18624v1	749222	Nitratifractor salsuginis DSM 16511	strain=DSM 16511	latest	Complete Genome	13	86.67	0.00
GCF_000186265.1	GCF_000186265.1	ASM18626v1	688270	Cellulophaga algicola DSM 14237	strain=DSM 14237	latest	Complete Genome	14	93.33	0.00
GCF_000186345.1	GCF_000186345.1	ASM18634v1	575540	Isosphaera pallida ATCC 43644	strain=ATCC 43644	latest	Complete Genome	14	93.33	0.00
GCF_000186365.1	GCF_000186365.1	ASM18636v1	765177	Desulfurococcus mucosus DSM 2162	strain=DSM 2162	latest	Complete Genome	14	93.33	0.00
GCF_000186385.1	GCF_000186385.1	ASM18638v1	709986	Deinococcus maricopensis DSM 21211	strain=DSM 21211	latest	Complete Genome	14	93.33	0.00
GCF_000187005.1	GCF_000187005.1	ASM18700v1	743525	Thermus scotoductus SA-01	strain=SA-01	latest	Complete Genome	14	93.33	0.00
GCF_000189295.2	GCF_000189295.2	ASM18929v2	641491	Desulfovibrio desulfuricans ND132	strain=ND132	latest	Complete Genome	14	93.33	0.00
GCF_000189415.1	GCF_000189415.1	ASM18941v1	865938	Weeksella virosa DSM 16922	strain=DSM 16922	latest	Complete Genome	14	93.33	0.00
GCF_000189535.1	GCF_000189535.1	ASM18953v1	930171	Pseudarthrobacter phenanthrenivorans Sphe3	strain=Sphe3	latest	Complete Genome	14	93.33	0.00
GCF_000189775.2	GCF_000189775.2	ASM18977v3	858215	Thermoanaerobacterium xylanolyticum LX-11	strain=LX-11	latest	Complete Genome	14	93.33	0.00
GCF_000190315.1	GCF_000190315.1	ASM19031v1	985053	Vulcanisaeta moutnovskia 768-28	strain=768-28	latest	Complete Genome	13	86.67	0.00
GCF_000190435.1	GCF_000190435.1	ASM19043v1	158189	Sphaerochaeta globosa str. Buddy	strain=Buddy	latest	Complete Genome	14	93.33	0.00
GCF_000190535.1	GCF_000190535.1	ASM19053v1	709991	Odoribacter splanchnicus DSM 20712	strain=DSM 220712	latest	Complete Genome	14	93.33	0.00
GCF_000190555.1	GCF_000190555.1	ASM19055v1	693977	Deinococcus proteolyticus MRP	strain=MRP	latest	Complete Genome	14	93.33	0.00
GCF_000190575.1	GCF_000190575.1	ASM19057v1	667015	Bacteroides salanitronis DSM 18170	strain=DSM 18170	latest	Complete Genome	14	93.33	0.00
GCF_000190595.1	GCF_000190595.1	ASM19059v1	867900	Cellulophaga lytica DSM 7489	strain=DSM 7489	latest	Complete Genome	14	93.33	0.00
GCF_000190635.1	GCF_000190635.1	ASM19063v1	645991	Syntrophobotulus glycolicus DSM 8271	strain=DSM 8271	latest	Complete Genome	14	93.33	0.00
GCF_000191045.1	GCF_000191045.1	ASM19104v1	868864	Desulfurobacterium thermolithotrophum DSM 11699	strain=DSM 11699	latest	Complete Genome	14	93.33	0.00
GCF_000190735.1	GCF_000190735.1	ASM19073v2	762903	Pseudopedobacter saltans DSM 12145	strain=DSM 12145	latest	Complete Genome	14	93.33	0.00
GCF_000191545.1	GCF_000191545.1	ASM19154v1	1604	Lactobacillus amylovorus	strain=30SC	latest	Complete Genome	14	93.33	0.00
GCF_000191585.1	GCF_000191585.1	ASM19158v1	877455	Methanobacterium lacus	strain=AL-21	latest	Complete Genome	14	93.33	0.00
GCF_000192745.1	GCF_000192745.1	ASM19274v1	991905	Polymorphum gilvum SL003B-26A1	strain=SL003B-26A1	latest	Complete Genome	14	93.33	0.00
GCF_000192865.1	GCF_000192865.1	ASM19286v1	717774	Marinomonas mediterranea MMB-1	strain=MMB-1	latest	Complete Genome	14	93.33	0.00
GCF_000193395.1	GCF_000193395.1	ASM19339v1	767031	Prevotella denticola F0289	strain=F0289	latest	Complete Genome	14	93.33	0.00
GCF_000194135.1	GCF_000194135.1	ASM19413v1	760142	Hippea maritima DSM 10411	strain=DSM 10411	latest	Complete Genome	14	93.33	0.00
GCF_000194625.1	GCF_000194625.1	ASM19462v1	693661	Archaeoglobus veneficus SNP6	strain=SNP6	latest	Complete Genome	14	93.33	0.00
GCF_000194605.1	GCF_000194605.1	ASM19460v1	755732	Fluviicola taffensis DSM 16823	strain=DSM 16823	latest	Complete Genome	14	93.33	0.00
GCF_000195275.1	GCF_000195275.1	ASM19527v1	869209	Treponema succinifaciens DSM 2489	strain=DSM 2489	latest	Complete Genome	14	93.33	0.00
GCF_000195295.1	GCF_000195295.1	ASM19529v1	880072	Desulfobacca acetoxidans DSM 11109	strain=DSM 11109	latest	Complete Genome	14	93.33	0.00
GCF_000195315.1	GCF_000195315.1	ASM19531v1	700015	Coriobacterium glomerans PW2	strain=PW2	latest	Complete Genome	14	93.33	0.00
GCF_000195335.1	GCF_000195335.1	ASM19533v1	869210	Marinithermus hydrothermalis DSM 14884	strain=DSM 14884	latest	Complete Genome	14	93.33	0.00
GCF_000195875.1	GCF_000195875.1	ASM19587v1	272635	Mycoplasma pulmonis UAB CTIP	strain=UAB CTIP	latest	Complete Genome	14	93.33	0.00
GCF_000195775.1	GCF_000195775.1	ASM19577v1	258594	Rhodopseudomonas palustris CGA009	strain=CGA009	latest	Complete Genome	14	93.33	0.00
GCF_000195915.1	GCF_000195915.1	ASM19591v1	273075	Thermoplasma acidophilum DSM 1728	strain=DSM 1728	latest	Complete Genome	13	86.67	0.00
GCF_000195935.2	GCF_000195935.2	ASM19593v1	272844	Pyrococcus abyssi GE5	NA	latest	Complete Genome	13	86.67	0.00
GCF_000196135.1	GCF_000196135.1	ASM19613v1	273121	Wolinella succinogenes DSM 1740	strain=DSMZ 1740	latest	Complete Genome	14	93.33	0.00
GCF_000196015.1	GCF_000196015.1	ASM19601v1	266264	Cupriavidus metallidurans CH34	strain=CH34	latest	Complete Genome	14	93.33	0.00
GCF_000196175.1	GCF_000196175.1	ASM19617v1	264462	Bdellovibrio bacteriovorus HD100	strain=HD100	latest	Complete Genome	13	86.67	0.00
GCF_000196255.1	GCF_000196255.1	ASM19625v1	298386	Photobacterium profundum SS9	strain=SS9	latest	Complete Genome	14	93.33	0.00
GCF_000196275.1	GCF_000196275.1	ASM19627v1	319795	Deinococcus geothermalis DSM 11300	strain=DSM 11300	latest	Complete Genome	14	93.33	0.00
GCF_000196295.1	GCF_000196295.1	ASM19629v1	489653	Neisseria lactamica 020-06	strain=020-06	latest	Complete Genome	14	93.33	0.00
GCF_000196315.1	GCF_000196315.1	ASM19631v1	216432	Croceibacter atlanticus HTCC2559	strain=HTCC2559	latest	Complete Genome	14	93.33	0.00
GCF_000196355.1	GCF_000196355.1	ASM19635v1	323848	Nitrosospira multiformis ATCC 25196	strain=ATCC 25196	latest	Complete Genome	14	93.33	0.00
GCF_000196395.1	GCF_000196395.1	ASM19639v1	382245	Aeromonas salmonicida subsp. salmonicida A449	strain=A449	latest	Complete Genome	13	86.67	0.00
GCF_000196435.1	GCF_000196435.1	ASM19643v1	382640	Bartonella tribocorum CIP 105476	NA	latest	Complete Genome	14	93.33	0.00
GCF_000196455.1	GCF_000196455.1	ASM19645v1	1511	Acetoanaerobium sticklandii	strain=DSM 519	latest	Complete Genome	14	93.33	0.00
GCF_000196495.1	GCF_000196495.1	ASM19649v1	316275	Aliivibrio salmonicida LFI1238	strain=LFI1238	latest	Complete Genome	14	93.33	0.00
GCF_000196515.1	GCF_000196515.1	ASM19651v1	551115	'Nostoc azollae' 0708	strain=0708	latest	Complete Genome	14	93.33	0.00
GCF_000196535.1	GCF_000196535.1	ASM19653v1	548479	Mobiluncus curtisii ATCC 43063	strain=ATCC 43063	latest	Complete Genome	14	93.33	0.00
GCF_000196615.1	GCF_000196615.1	ASM19661v1	634500	Erwinia billingiae Eb661	strain=Eb661	latest	Complete Genome	14	93.33	0.00
GCF_000196655.1	GCF_000196655.1	ASM19665v1	644295	Methanohalobium evestigatum Z-7303	strain=Z-7303	latest	Complete Genome	14	93.33	0.00
GCF_000196695.1	GCF_000196695.1	ASM19669v1	685727	Rhodococcus hoagii 103S	strain=103S	latest	Complete Genome	14	93.33	0.00
GCF_000196675.1	GCF_000196675.1	ASM19667v1	675635	Pseudonocardia dioxanivorans CB1190	strain=CB1190	latest	Complete Genome	14	93.33	13.33
GCF_000196735.1	GCF_000196735.1	ASM19673v1	692420	Bacillus amyloliquefaciens DSM 7	strain=DSM 7	latest	Complete Genome	14	93.33	0.00
GCF_000196815.1	GCF_000196815.1	ASM19681v1	330214	Nitrospira defluvii	NA	latest	Complete Genome	14	93.33	0.00
GCF_000196855.1	GCF_000196855.1	ASM19685v1	762550	Leuconostoc gelidum subsp. gasicomitatum LMG 18811	strain=type strain: LMG 18811	latest	Complete Genome	14	93.33	0.00
GCF_000196895.1	GCF_000196895.1	ASM19689v1	795797	Halalkalicoccus jeotgali B3	strain=B3	latest	Complete Genome	14	93.33	6.67
GCF_000197735.1	GCF_000197735.1	ASM19773v1	861360	Glutamicibacter arilaitensis Re117	strain=Re117	latest	Complete Genome	14	93.33	0.00
GCF_000198775.1	GCF_000198775.1	ASM19877v1	882378	Paraburkholderia rhizoxinica HKI 454	strain=HKI 454	latest	Complete Genome	13	86.67	0.00
GCF_000199675.1	GCF_000199675.1	ASM19967v1	926569	Anaerolinea thermophila UNI-1	strain=UNI-1	latest	Complete Genome	14	93.33	0.00
GCF_000200595.1	GCF_000200595.1	ASM20059v1	936155	Helicobacter felis ATCC 49179	strain=ATCC 49179	latest	Complete Genome	14	93.33	0.00
GCF_000202635.1	GCF_000202635.1	ASM20263v1	979556	Microbacterium testaceum StLB037	strain=StLB037	latest	Complete Genome	14	93.33	0.00
GCF_000202835.1	GCF_000202835.1	ASM20283v1	926570	Acidiphilium multivorum AIU301	strain=AIU301	latest	Complete Genome	14	93.33	0.00
GCF_000204135.1	GCF_000204135.1	ASM20413v1	331635	Chlamydia pecorum E58	strain=E58	latest	Complete Genome	14	93.33	0.00
GCF_000203895.1	GCF_000203895.1	ASM20389v1	318586	Paracoccus denitrificans PD1222	strain=PD1222	latest	Complete Genome	14	93.33	0.00
GCF_000204255.1	GCF_000204255.1	ASM20425v1	331636	Chlamydia psittaci 6BC	strain=6BC	latest	Complete Genome	14	93.33	0.00
GCF_000204155.1	GCF_000204155.1	ASM20415v1	263358	Verrucosispora maris AB-18-032	strain=AB-18-032	latest	Complete Genome	14	93.33	0.00
GCF_000204415.1	GCF_000204415.1	ASM20441v1	990316	Methanothrix soehngenii GP6	strain=GP6	latest	Complete Genome	14	93.33	0.00
GCF_000204565.1	GCF_000204565.1	ASM20456v1	929506	Clostridium botulinum BKT015925	strain=BKT015925	latest	Complete Genome	14	93.33	0.00
GCF_000204645.1	GCF_000204645.1	ASM20464v1	596154	Alicycliphilus denitrificans K601	strain=K601	latest	Complete Genome	14	93.33	0.00
GCF_000204925.1	GCF_000204925.1	ASM20492v1	1006006	Metallosphaera cuprina Ar-4	strain=Ar-4	latest	Complete Genome	13	86.67	0.00
GCF_000208385.1	GCF_000208385.1	ASM20838v1	760011	Sphaerochaeta coccoides DSM 17374	strain=DSM 17374	latest	Complete Genome	14	93.33	0.00
GCF_000208405.1	GCF_000208405.1	ASM20840v1	546271	Selenomonas sputigena ATCC 35185	strain=ATCC 35185	latest	Complete Genome	14	93.33	0.00
GCF_000209675.1	GCF_000209675.1	ASM20967v1	1005058	Gallibacterium anatis UMN179	strain=UMN179	latest	Complete Genome	14	93.33	0.00
GCF_000210915.2	GCF_000210915.2	ASM21091v2	862908	Halobacteriovorax marinus SJ	strain=SJ	latest	Complete Genome	14	93.33	0.00
GCF_000212375.1	GCF_000212375.1	ASM21237v1	879243	Porphyromonas asaccharolytica DSM 20707	strain=DSM 20707	latest	Complete Genome	14	93.33	0.00
GCF_000212395.1	GCF_000212395.1	ASM21239v1	747365	Thermodesulfobium narugense DSM 14796	strain=DSM 14796	latest	Complete Genome	14	93.33	0.00
GCF_000212415.1	GCF_000212415.1	ASM21241v1	906968	Treponema brennaborense DSM 12168	strain=DSM 12168	latest	Complete Genome	14	93.33	0.00
GCF_000212675.2	GCF_000212675.2	ASM21267v2	690850	Desulfovibrio africanus str. Walvis Bay	strain=Walvis Bay	latest	Complete Genome	14	93.33	0.00
GCF_000212695.1	GCF_000212695.1	ASM21269v1	590998	Cellulomonas fimi ATCC 484	strain=ATCC 484	latest	Complete Genome	14	93.33	0.00
GCF_000212735.1	GCF_000212735.1	ASM21273v1	760192	Haliscomenobacter hydrossis DSM 1100	strain=DSM 1100	latest	Complete Genome	14	93.33	0.00
GCF_000213215.1	GCF_000213215.1	ASM21321v1	933801	Acidianus hospitalis W1	strain=W1	latest	Complete Genome	14	93.33	0.00
GCF_000213255.1	GCF_000213255.1	ASM21325v1	697281	Mahella australiensis 50-1 BON	strain=50-1 BON	latest	Complete Genome	14	93.33	0.00
GCF_000213805.1	GCF_000213805.1	ASM21380v1	743720	Pseudomonas fulva 12-X	strain=12-X	latest	Complete Genome	14	93.33	0.00
GCF_000213825.1	GCF_000213825.1	ASM21382v1	936154	Streptococcus parauberis KCTC 11537	strain=KCTC 11537	latest	Complete Genome	14	93.33	0.00
GCF_000214095.2	GCF_000214095.2	ASM21409v3	743299	Acidithiobacillus ferrivorans SS3	strain=SS3	latest	Complete Genome	14	93.33	0.00
GCF_000214155.1	GCF_000214155.1	ASM21415v1	875328	Mycolicibacter sinensis	strain=JDM601	latest	Complete Genome	14	93.33	0.00
GCF_000214175.1	GCF_000214175.1	ASM21417v1	443218	Hoyosella subflava DQS3-9A1	strain=DQS3-9A1	latest	Complete Genome	14	93.33	0.00
GCF_000214215.1	GCF_000214215.1	ASM21421v1	491952	Marinomonas posidonica IVIA-Po-181	strain=IVIA-Po-181	latest	Complete Genome	14	93.33	0.00
GCF_000214355.1	GCF_000214355.1	ASM21435v1	545695	Treponema azotonutricium ZAS-9	strain=ZAS-9	latest	Complete Genome	14	93.33	0.00
GCF_000214375.1	GCF_000214375.1	ASM21437v1	545694	Treponema primitia ZAS-2	strain=ZAS-2	latest	Complete Genome	13	86.67	0.00
GCF_000214415.1	GCF_000214415.1	ASM21441v1	880724	Methanotorris igneus Kol 5	strain=Kol 5	latest	Complete Genome	14	93.33	0.00
GCF_000214435.1	GCF_000214435.1	ASM21443v1	868595	Desulfotomaculum nigrificans CO-1-SRB	strain=CO-1-SRB	latest	Complete Genome	14	93.33	0.00
GCF_000214665.1	GCF_000214665.1	ASM21466v1	857087	Methylomonas methanica MC09	strain=MC09	latest	Complete Genome	14	93.33	0.00
GCF_000214725.1	GCF_000214725.1	ASM21472v1	868131	Methanobacterium paludis	strain=SWAN1	latest	Complete Genome	14	93.33	0.00
GCF_000214825.1	GCF_000214825.1	ASM21482v1	717773	Thiomicrospira cyclica ALM1	strain=ALM1	latest	Complete Genome	14	93.33	0.00
GCF_000214785.1	GCF_000214785.1	ASM21478v1	1033837	Lactobacillus kefiranofaciens ZW3	strain=ZW3	latest	Complete Genome	14	93.33	0.00
GCF_000215085.1	GCF_000215085.1	ASM21508v1	696281	Desulfotomaculum ruminis DSM 2154	strain=DSM 2154	latest	Complete Genome	14	93.33	0.00
GCF_000215105.1	GCF_000215105.1	ASM21510v1	743718	Isoptericola variabilis 225	strain=225	latest	Complete Genome	14	93.33	0.00
GCF_000215975.1	GCF_000215975.1	ASM21597v1	795359	Thermodesulfobacterium geofontis OPF15	strain=OPF15	latest	Complete Genome	14	93.33	0.00
GCF_000215705.1	GCF_000215705.1	ASM21570v1	365046	Ramlibacter tataouinensis TTB310	strain=TTB310	latest	Complete Genome	14	93.33	0.00
GCF_000217635.1	GCF_000217635.1	ASM21763v1	261317	Buchnera aphidicola (Cinara tujafilina)	NA	latest	Complete Genome	13	86.67	0.00
GCF_000215995.1	GCF_000215995.1	ASM21599v1	529709	Pyrococcus yayanosii CH1	strain=CH1	latest	Complete Genome	14	93.33	0.00
GCF_000217675.1	GCF_000217675.1	ASM21767v1	882102	Vibrio anguillarum 775	strain=775	latest	Complete Genome	14	93.33	0.00
GCF_000217715.1	GCF_000217715.1	ASM21771v1	797210	Halopiger xanaduensis SH-6	strain=SH-6	latest	Complete Genome	14	93.33	6.67
GCF_000217795.1	GCF_000217795.1	ASM21779v1	667014	Thermodesulfatator indicus DSM 15286	strain=DSM 15286	latest	Complete Genome	14	93.33	0.00
GCF_000217815.1	GCF_000217815.1	ASM21781v1	688269	Pseudothermotoga thermarum DSM 5069	strain=DSM 5069	latest	Complete Genome	14	93.33	0.00
GCF_000217995.1	GCF_000217995.1	ASM21799v1	679901	Methanosalsum zhilinae DSM 4017	strain=DSM 4017	latest	Complete Genome	14	93.33	0.00
GCF_000218545.1	GCF_000218545.1	ASM21854v1	593907	Cellulomonas gilvus ATCC 13127	strain=ATCC 13127	latest	Complete Genome	14	93.33	0.00
GCF_000218565.1	GCF_000218565.1	ASM21856v1	504832	Oligotropha carboxidovorans OM5	strain=OM5	latest	Complete Genome	14	93.33	0.00
GCF_000218625.1	GCF_000218625.1	ASM21862v1	717231	Flexistipes sinusarabici DSM 4947	strain=DSM 4947	latest	Complete Genome	14	93.33	0.00
GCF_000218875.1	GCF_000218875.1	ASM21887v1	579138	Zymomonas mobilis subsp. pomaceae ATCC 29192	strain=ATCC 29192	latest	Complete Genome	14	93.33	0.00
GCF_000218895.1	GCF_000218895.1	ASM21889v1	761193	Runella slithyformis DSM 19594	strain=DSM 19594	latest	Complete Genome	14	93.33	0.00
GCF_000219105.1	GCF_000219105.1	ASM21910v1	35	Myxococcus macrosporus	strain=HW-1	latest	Complete Genome	14	93.33	0.00
GCF_000219535.2	GCF_000219535.2	ASM21953v3	1042163	Brevibacillus laterosporus LMG 15441	strain=LMG 15441	latest	Complete Genome	14	93.33	0.00
GCF_000219215.1	GCF_000219215.1	ASM21921v1	1042878	Cupriavidus necator N-1	strain=N-1	latest	Complete Genome	14	93.33	0.00
GCF_000219605.1	GCF_000219605.1	ASM21960v1	316	Pseudomonas stutzeri	strain=CGMCC 1.1803	latest	Complete Genome	14	93.33	0.00
GCF_000219805.1	GCF_000219805.1	ASM21980v1	1045854	Weissella koreensis KACC 15510	strain=KACC 15510	latest	Complete Genome	14	93.33	0.00
GCF_000219725.1	GCF_000219725.1	ASM21972v1	744872	Treponema caldarium DSM 7334	strain=DSM 7334	latest	Complete Genome	14	93.33	0.00
GCF_000220625.1	GCF_000220625.1	ASM22062v1	860228	Capnocytophaga canimorsus Cc5	strain=Cc5	latest	Complete Genome	14	93.33	0.00
GCF_000220645.1	GCF_000220645.1	ASM22064v1	1053692	Methanococcus maripaludis X1	strain=X1	latest	Complete Genome	14	93.33	0.00
GCF_000222305.1	GCF_000222305.1	ASM22230v1	521010	Borreliella bissettii DN127	strain=DN127	latest	Complete Genome	14	93.33	0.00
GCF_000223395.1	GCF_000223395.1	ASM22339v1	694429	Pyrolobus fumarii 1A	strain=1A	latest	Complete Genome	14	93.33	0.00
GCF_000222485.1	GCF_000222485.1	ASM22248v1	880070	Cyclobacterium marinum DSM 745	strain=DSM 745	latest	Complete Genome	14	93.33	0.00
GCF_000223905.1	GCF_000223905.1	ASM22390v1	634497	Haloarcula hispanica ATCC 33960	strain=CGMCC 1.2049	latest	Complete Genome	13	86.67	6.67
GCF_000224005.2	GCF_000224005.2	ASM22400v3	765910	Marichromatium purpuratum 984	strain=984	latest	Complete Genome	14	93.33	0.00
GCF_000224105.1	GCF_000224105.1	ASM22410v1	743965	Mycoplasma putrefaciens KS1	strain=KS1	latest	Complete Genome	14	93.33	0.00
GCF_000224085.1	GCF_000224085.1	ASM22408v1	886377	Muricauda ruestringensis DSM 13258	strain=DSM 13258	latest	Complete Genome	14	93.33	0.00
GCF_000224475.1	GCF_000224475.1	ASM22447v1	756883	halophilic archaeon DL31	strain=DL31	latest	Complete Genome	14	93.33	6.67
GCF_000224985.1	GCF_000224985.1	ASM22498v1	1069534	Lactobacillus ruminis ATCC 27782	strain=ATCC 27782	latest	Complete Genome	13	86.67	0.00
GCF_000225325.1	GCF_000225325.1	ASM22532v1	714313	Lactobacillus sanfranciscensis TMW 1.1304	strain=TMW 1.1304	latest	Complete Genome	14	93.33	0.00
GCF_000225445.1	GCF_000225445.1	ASM22544v1	1005090	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	strain=Ak	latest	Complete Genome	14	93.33	0.00
GCF_000225345.1	GCF_000225345.1	ASM22534v1	585394	Roseburia hominis A2-183	strain=A2-183	latest	Complete Genome	14	93.33	0.00
GCF_000225465.1	GCF_000225465.1	ASM22546v1	1005057	Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	strain=Ua	latest	Complete Genome	14	93.33	0.00
GCF_000226295.1	GCF_000226295.1	ASM22629v1	981222	Chloracidobacterium thermophilum B	strain=B	latest	Complete Genome	13	86.67	0.00
GCF_000226095.1	GCF_000226095.1	ASM22609v1	573729	Thermothelomyces thermophila ATCC 42464	strain=ATCC 42464	latest	Complete Genome	13	86.67	66.67
GCF_000226315.1	GCF_000226315.1	ASM22631v1	856793	Micavibrio aeruginosavorus ARL-13	strain=ARL-13	latest	Complete Genome	14	93.33	0.00
GCF_000226115.1	GCF_000226115.1	ASM22611v1	578455	Thielavia terrestris NRRL 8126	strain=NRRL 8126	latest	Complete Genome	14	93.33	80.00
GCF_000226565.1	GCF_000226565.1	ASM22656v1	1085623	Glaciecola nitratireducens FR1064	strain=FR1064	latest	Complete Genome	14	93.33	0.00
GCF_000226625.1	GCF_000226625.1	ASM22662v1	1008459	Taylorella asinigenitalis MCE3	strain=MCE3	latest	Complete Genome	14	93.33	0.00
GCF_000226975.2	GCF_000226975.2	ASM22697v3	358396	Halobiforma lacisalsi AJ5	strain=AJ5	latest	Complete Genome	13	86.67	6.67
GCF_000227665.2	GCF_000227665.2	ASM22766v3	717772	Thiomicrospira aerophila AL3	strain=AL3	latest	Complete Genome	14	93.33	0.00
GCF_000227685.2	GCF_000227685.2	ASM22768v3	713585	Thioalkalivibrio paradoxus ARh 1	strain=ARh 1	latest	Complete Genome	14	93.33	0.00
GCF_000227705.2	GCF_000227705.2	ASM22770v3	717605	Thermobacillus composti KWC4	strain=KWC4	latest	Complete Genome	14	93.33	0.00
GCF_000227745.2	GCF_000227745.2	ASM22774v3	765911	Thiocystis violascens DSM 198	strain=DSM 198	latest	Complete Genome	14	93.33	0.00
GCF_000230275.1	GCF_000230275.1	ASM23027v1	568816	Acidaminococcus intestini RyC-MR95	strain=RyC-MR95	latest	Complete Genome	14	93.33	0.00
GCF_000230555.1	GCF_000230555.1	ASM23055v1	1082931	Pelagibacterium halotolerans B2	strain=B2	latest	Complete Genome	14	93.33	0.00
